bbl,address,ownername,property_manager,yearalter,numfloors,unitstotal,total_gross_floor_area,office_sqft,% Leased,LL33 grade,Latest_ENERGY_STAR_Score,Latest_Target_ENERGY_STAR_Score,Estimated_Target_ENERGY_STAR_Score,Class,LandlordContact,PropertyManagerContact,2024 Building OpEx/SF,Typical Floor Sq Ft,Number Of Elevators,GreenRating,neighborhood,latitude,longitude
1013950017,"770 Lexington Ave, New York, NY 10065",Swig Equities,Brown Harris Stevens,2019,20.0,1,168619,133299.55,100.0,D,38,,61.0,A,Kimani Rabess (212) 508-7428 (p),George Skintej (212) 508-7200 (p),$19.38 ,10073.0,5.0,,Upper East Side-Carnegie Hill,40.7631599,-73.9678826
1014350044,"306 E 61st St, New York, NY 10065",Acram Group,Cushman & Wakefield,2005,7.0,19,81123,58340.0,91.9,A,93,75.0,,B,Adam Ardise (212) 318-9741 (p),Adam Crecca (332) 207-1483 (p),$11.12 ,9500.0,5.0,,Upper East Side-Lenox Hill-Roosevelt Island,40.7614277,-73.9628321
1017740056,"132 E 126th St, New York, NY 10035",Blumenfeld Development,Newmark,2008,6.0,1,58948,50105.8,100.0,F,41,,64.0,A,Barry Goodman (212) 372-2243 (p),(516) 921-0800 (p),$5.27 ,31461.0,1.0,,Harlem,40.8049754,-73.9373068
1017750033,"2322 3 Ave, New York, NY 10035",Jack Resnick & Sons,Jack Resnick & Sons,2015,5.0,2,123885,123885.0,100.0,C,57,,65.0,B,Adam Rappaport (646) 253-3111 (p),Peter Clabby (212) 421-1300 (p),$7.63 ,20000.0,0.0,,Midtown East,40.8084012,-73.931512
1018840001,"2880 Broadway, New York, NY 10025",Columbia University,Columbia University,2015,7.0,1,59018,50165.3,100.0,N (exempt),60,,73.0,B,(212) 854-4157 (p),,$1.36 ,8430.0,1.0,,Midtown,40.8054595,-73.9653808
1019670045,"461 W 126th St, New York, NY 10027",Janus Property,Newmark,2021,11.0,20,153404,130393.4,16.3,N (exempt),43,,58.0,A,Jonathan Fanuzzi (212) 372-2036 (p),,$8.52 ,17818.0,8.0,,Manhattanville-West Harlem,40.8136528,-73.9550734
1019860065,"3280 Broadway, New York, NY 10027",Columbia University,Columbia Facilities and Operations,1995,7.0,1,212271,184044.0,100.0,N (exempt),55,,67.0,B,(212) 854-4157 (p),,$1.70 ,30685.0,1.0,,Manhattanville-West Harlem,40.8183975,-73.9558666
1019980017,"615 W 131st St, New York, NY 10027",Columbia University,Columbia Facilities and Operations,2006,6.0,1,244800,176400.0,100.0,N (exempt),27,,50.0,A,Sharon Colburn (212) 854-1861 (p), Cotto (212) 854-7841 (p),,35000.0,3.0,,Harlem,40.8183268,-73.9578409
1021240043,"3940 Broadway, New York, NY 10032",City of New York,DCAS,1995,6.0,1,100858,107732.4,100.0,N (exempt),1,,40.0,B,(212) 639-9675 (p),(212) 854-1754 (p),$0.14 ,21124.0,1.0,,Times Square,40.8394842,-73.9403485
1002310035,"451 Broadway, New York, NY 10013",Crale Realty,Sinvin,2003,5.0,5,60000,55000.0,60.2,N (exempt),8,,35.0,B,Christopher Owles (212) 604-9002 (p),Warren Leshem (212) 925-8400 (p),$8.99 ,13000.0,2.0,,Financial District,40.7206666,-74.0012368
1005010015,"130 Prince St, New York, NY 10012",Englewood Partners,Cushman & Wakefield,1988,5.0,1,64414,53007.7,100.0,N (exempt),55,,75.0,C,Amy Zhen (212) 841-5036 (p),,$31.21 ,12005.0,2.0,,SoHo-Little Italy-Hudson Square,40.7253575,-74.0005869
1005640007,"113 University Pl, New York, NY 10003",Amalgamated Lithographers of America,Okada & Company,1988,11.0,11,57739,52239.0,80.5,N (exempt),52,,65.0,B,Avery Reavill (212) 244-4240 (p),,$12.92 ,6500.0,3.0,,Greenwich Village,40.7343123,-73.9921693
1005770019,"34 W 14th St, New York, NY 10011",New School,Newmark,2003,5.0,1,151541,128809.85,100.0,N (exempt),67,75.0,,C,William Cohen (212) 372-2233 (p),(212) 242-8253 (p),$10.57 ,37169.0,0.0,,Greenwich Village,40.7365632,-73.9955135
1005970055,"333 Hudson St, New York, NY 10013",Trinity Church Wall Street,Hines,2007,10.0,11,101280,95080.0,82.9,C,61,,75.0,B,Tara Chase (212) 587-0500 (p),Jack Fuchs (212) 587-0500 (p),$7.80 ,10000.0,4.0,,SoHo-Little Italy-Hudson Square,40.7271647,-74.0076274
1006970056,"536 W 26th St, New York, NY 10001",Ramrock Real Estate,Lincoln Property,2016,9.0,3,144079,73249.0,100.0,N (exempt),94,71.0,,A,Robert Dozier (214) 740-4333 (p),(212) 752-1041 (p),$17.64 ,14263.0,1.0,,Chelsea,40.7502576,-74.004674
1007310001,"460 W 34th St, New York, NY 10001",SL Green Realty,SL Green Realty,2016,19.0,50,538520,508659.0,100.0,B,84,,90.0,A,William Isoré (202) 714-4699 (p),,,7420.0,1.0,,Chelsea-Hudson Yards,40.7541075,-73.9991227
1007590031,"315 W 35th St, New York, NY 10001",Salva,Okada & Company,2020,14.0,11,62632,57732.0,64.4,N (exempt),85,,90.0,B,Thomas Capuano (212) 244-4240 (p),Isaac Chetrit (212) 226-5795 (p),$9.48 ,4792.0,4.0,,Garment District,40.7533334,-73.9936064
1007600012,"347 W 36th St, New York, NY 10018",HSP Real Estate Group,Resolution Real Estate,1988,16.0,74,98454,90454.0,88.6,A,94,,95.0,C,Barry Bernstein (212) 519-2014 (p),Barry Bernstein (212) 519-2000 (p),$10.36 ,8228.0,4.0,,Chelsea-Hudson Yards,40.7544588,-73.9943963
1007630049,"314 W 40th St, New York, NY 10018",City of New York,DCAS,2000,5.0,1,68060,68060.0,100.0,N (exempt),66,90.0,,A,Brett Harvey (212) 372-2099 (p),,$10.42 ,11799.0,8.0,,Garment District,40.7562524,-73.9919558
1007750058,"226 W 26th St, New York, NY 10001",Rocco Tomassetti,Newmark,1983,10.0,12,103873,76173.0,92.1,N (exempt),86,100.0,,C,Kenneth Kronstadt (646) 441-3837 (p),,$10.17 ,11113.0,5.0,,Chelsea,40.7463845,-73.9956739
1007840077,"494 8 Ave, New York, NY 10001",Elijah Equities,Adams & Company,2000,23.0,42,111274,111000.0,83.2,N (exempt),95,,95.0,B,Alan Bonett (917) 326-5533 (p),(212) 685-6089 (p),$11.38 ,4792.0,7.0,,Chelsea,40.7525974,-73.9928136
1007850018,"237 W 35th St, New York, NY 10001",Somerset Management,Kaufman Organization,2015,17.0,17,144141,134341.0,74.3,N (exempt),95,,95.0,C,Michael Kaufman (212) 471-4320 (p),(212) 471-4300 (p),$9.04 ,10878.0,4.0,,Garment District,40.7524014,-73.991336
1007890030,"205 W 39th St, New York, NY 10018",Resolution Real Estate,Resolution Real Estate,1952,16.0,22,229162,229162.0,100.0,N (exempt),77,,85.0,B,Thomas Capuano (212) 244-4240 (p),Veronica Semey (212) 529-5055 (p),$14.46 ,12908.0,4.0,,Garment District,40.7545537,-73.9887574
1007890075,"264 W 40th St, New York, NY 10018",Renaissance Properties,Newmark,2004,20.0,61,116100,103823.0,99.3,N (exempt),88,,95.0,A,JD Cohen (212) 850-5476 (p),Kenneth Fishel (212) 477-3164 (p),$8.06 ,6419.0,1.0,,Garment District,40.7556848,-73.990306
1008000068,"152 W 25th St, New York, NY 10001",Williams Real Estate,Koeppel Rosen,1988,12.0,21,66115,46515.0,65.4,N (exempt),85,,90.0,C,,,$5.83 ,4419.0,1.0,,Chelsea-Hudson Yards,40.7448789,-73.9939259
1008060058,"128 W 31st St, New York, NY 10001",Vanbarton Group,Hines,2019,17.0,47,384655,312453.0,80.2,B,70,70.0,,B,(212) 293-8800 (p),,$15.16 ,21370.0,12.0,,Midtown South-Flatiron-Union Square,40.7482899,-73.9907058
1008070028,"119 W 31st St, New York, NY 10001",Clarion Partners,Newmark,1982,16.0,10,221227,208227.0,66.0,B,83,,90.0,C,,,,,,,Midtown South-Flatiron-Union Square,40.7484778,-73.9900448
1008110062,"152 W 36th St, New York, NY 10018",Frangene,Lee & Associates,2010,8.0,49,51853,46153.0,83.4,A,92,,95.0,C,Todd Korren (212) 776-1283 (p),Desmond Poole (212) 372-2000 (p),$5.46 ,4500.0,1.0,,Midtown-Times Square,40.7518346,-73.9891093
1008120016,"141 W 36th St, New York, NY 10018",Tishman Speyer,JLL,1965,22.0,34,165000,102713.453,90.1,N (exempt),97,,95.0,B,Lloyd Desatnick (212) 812-5712 (p),(212) 697-5454 (p),$6.46 ,6533.0,3.0,LEED Certified,Garment District,40.7520172,-73.9884989
1008120019,"135 W 36th St, New York, NY 10018",Waitex International,Okada & Company,2015,22.0,23,107209,99117.0,84.2,A,92,,95.0,B,Howard Li (212) 967-8100 (p),,$7.55 ,4792.0,7.0,LEED Gold,Midtown-Times Square,40.7518388,-73.9883833
1008220058,"30 W 21st St, New York, NY 10010",Skyway Development Group,Nomad Group,2014,15.0,13,60798,52600.0,100.0,B,75,,85.0,B,David Greene (917) 846-0166 (p),,$12.79 ,5281.0,4.0,,Midtown South-Flatiron-Union Square,40.7408207,-73.9923644
1008220062,"38 W 21st St, New York, NY 10010",Jack Vogel Associates,Rice,1987,12.0,19,68808,62799.0,100.0,N (exempt),99,,95.0,B,Douglas Rice (212) 253-8703 (p),,$12.02 ,7000.0,4.0,,Chelsea,40.740917,-73.9926904
1008230073,"56 W 22nd St, New York, NY 10010",Williams Real Estate,Kaufman Organization,2010,12.0,15,55200,50600.0,84.2,N (exempt),100,,95.0,B,Grant Greenspan (212) 471-4340 (p),(212) 716-3500 (p),$9.41 ,5508.0,2.0,,Chelsea,40.7418412,-73.9928814
1008330057,"22 W 32nd St, New York, NY 10001",Montague-Lee,Okada & Company,2013,16.0,17,113000,101000.0,73.5,N (exempt),73,,85.0,C,Thomas Capuano (212) 244-4240 (p),(718) 888-2247 (p),$9.23 ,7000.0,6.0,,Garment District,40.7475184,-73.9869759
1008380072,"40 W 37th St, New York, NY 10018",Park Ridge International,Okada & Company,1983,13.0,62,54725,50725.0,97.4,A,99,,95.0,B,Roy Kim (212) 268-5237 (p),Thomson Lee (212) 268-5237 (p),$7.81 ,4231.0,3.0,,Garment District,40.7510009,-73.9852485
1008390060,"22 W 38th St, New York, NY 10018",BEB,Colliers,1987,12.0,20,65000,56000.0,66.4,A,91,,95.0,C,,,,,,,Midtown-Times Square,40.7512817,-73.9839901
1008400013,"49 W 38th St, New York, NY 10018",Heskel's Asset Management,ABS Partners,1979,16.0,1,63412,50912.0,100.0,C,61,,70.0,C,Ian Weiss (212) 400-9529 (p),(212) 819-9550 (p),$8.13 ,4792.0,4.0,,Midtown-Times Square,40.7521614,-73.9848854
1008400042,"424 5 Ave, New York, NY 10018",Amazon,JLL,2019,12.0,1,51271,47169.0,100.0,N (exempt),99,,90.0,A,,,,,,,Bryant Park,40.7513974,-73.9829673
1008410001,"1040 Ave Of The Americas, New York, NY 10018",Garden Homes,Newmark,1979,24.0,1,255000,196932.0,100.0,A,86,,90.0,B,William Cohen (212) 372-2233 (p),William Cohen (212) 372-2000 (p),$15.28 ,10000.0,10.0,,Midtown-Times Square,40.7527588,-73.9852974
1008410027,"15 W 39th St, New York, NY 10018",Northern Star,Okada & Company,2013,16.0,1,79056,74056.0,100.0,C,64,,80.0,C,Christopher Okada (212) 244-4240 (p),Show Lain Cheng (718) 460-8028 (p),$7.25 ,6097.0,6.0,,Midtown-Times Square,40.7522616,-73.9834162
1008600049,"36 E 31st St, New York, NY 10016",Williams Real Estate,Koeppel Rosen,1986,12.0,12,150686,139086.0,89.3,N (exempt),89,,95.0,C,,,$5.96 ,11326.0,6.0,,Midtown East,40.7453315,-73.9835158
1008610003,"307 5 Ave, New York, NY 10016",Elijah Equities,Adams & Company,2014,17.0,17,60648,56648.0,87.4,N (exempt),56,,70.0,B,Alan Bonett (917) 326-5533 (p),,$7.29 ,3568.0,1.0,,Bryant Park,40.7466387,-73.9853967
1008620016,"152 Madison Ave, New York, NY 10016",Safavieh,ABS Partners,2015,22.0,47,98000,90976.0,96.1,A,87,,90.0,B,Ian Weiss (212) 400-9529 (p),(212) 819-9550 (p),$11.59 ,4119.0,5.0,,Midtown South-Flatiron-Union Square,40.746638,-73.9839838
1008630006,"1 E 33rd St, New York, NY 10016",Williams Real Estate,Koeppel Rosen,1986,12.0,22,127866,112866.0,100.0,B,75,,85.0,C,,(212) 249-1550 (p),$8.66 ,12197.0,6.0,,Midtown South-Flatiron-Union Square,40.7477568,-73.9848568
1008630029,"33 E 33rd St, New York, NY 10016",Elk Investors,Newmark,2013,12.0,30,139841,122841.0,80.1,A,100,,95.0,C,Erik Harris (212) 372-2105 (p),Gregory Sutherland (212) 660-7800 (p),$10.79 ,9315.0,1.0,,Midtown South-Flatiron-Union Square,40.745564,-73.9798
1008680012,"9 E 38th St, New York, NY 10016",ClearRock Properties,Newmark,2015,12.0,1,59191,50312.35,100.0,N (exempt),31,,55.0,C,John Cinosky (212) 400-2348 (p),(212) 400-6060 (p),$8.32 ,5166.0,2.0,,Midtown East,40.7507188,-73.9817155
1008690020,"271 Madison Ave, New York, NY 10016",J.C. Dwight Management,Resolution Real Estate,2017,21.0,59,104431,99431.0,78.6,N (exempt),95,,95.0,B,Jeffrey Zund (212) 519-2032 (p),(212) 213-8009 (p),$9.74 ,5783.0,6.0,,Flatiron,40.7512129,-73.9801192
1008690064,"16 E 40th St, New York, NY 10016",Quartz,Colliers,2009,12.0,22,89423,83423.0,100.0,N (exempt),88,90.0,,A,Alexander Bermingham (212) 542-2189 (p),(212) 372-2000 (p),$9.46 ,19355.0,10.0,,Midtown East,40.751508,-73.981007
1008810029,"137 E 25th St, New York, NY 10010",Republic Investment,Newmark,1986,10.0,17,71043,66100.0,51.4,N (exempt),86,,90.0,B,Cole Gendels (212) 850-5443 (p),(212) 967-2200 (p),$13.67 ,7700.0,2.0,Energy Star; LEED Gold,Flatiron,40.740855,-73.983142
1008830001,"387 Park Ave South, New York, NY 10016",TF Cornerstone,TF Cornerstone,2017,12.0,16,183913,158454.0,100.0,B,80,99.0,,B,,(212) 672-1000 (p),$14.61 ,16457.0,6.0,,Gramercy,40.7429012,-73.9841382
1009950005,"1472 Broadway, New York, NY 10036",Durst Organization,Durst Organization,2016,51.0,2,1601977,1539113.0,90.0,D,44,75.0,,A,,,,,,,Midtown-Times Square,40.7560246,-73.985943
1010030029,"1271 Ave Of The Americas, New York, NY 10020",Rockefeller Group,CBRE,2019,47.0,48,1962900,1716708.0,100.0,N (exempt),70,,85.0,A,John Maher (212) 984-8008 (p),,,,,,Midtown East,40.7604744,-73.9802463
1010100021,"119 W 57th St, New York, NY 10019",Zar Property NY,GFP Real Estate,1984,14.0,80,112147,103707.0,85.7,N (exempt),63,81.0,,B,,(212) 372-2000 (p),$7.82 ,10000.0,4.0,,Midtown West,40.7644476,-73.9837095
1010120023,"215 W 40th St, New York, NY 10018",Heskel's Asset Management,ABS Partners,1985,14.0,16,67823,60286.0,100.0,C,55,,70.0,C,,,,,,,Midtown-Times Square,40.7553432,-73.9886311
1010130029,"592 7 Ave, New York, NY 10036",RXR Realty,REQCE,2002,39.0,181,979677,1102336.0,52.7,A,99,,95.0,B,Sam Hamway (917) 270-5120 (p),Kathleen Cheuk (212) 302-0318 (p),$11.47 ,5000.0,2.0,,Midtown-Times Square,40.755759,-73.987395
1011130008,"27 W 60th St, New York, NY 10023",Bonafide Estates,CBRE,2017,11.0,13,134102,43181.8212,71.0,N (exempt),92,,95.0,B,Neil King (212) 984-8352 (p),Alan Locker (212) 757-6027 (p),$12.48 ,8841.0,4.0,LEED Gold,Upper West Side,40.7696745,-73.9833136
1012620001,"1180 Ave Of The Americas, New York, NY 10036",Northwood Investors,Cushman & Wakefield,1994,22.0,61,327766,317756.0,50.8,N (exempt),74,70.0,,A,Bryan Boisi (212) 318-9756 (p),(212) 573-0800 (p),$16.43 ,14251.0,9.0,LEED Platinum,Midtown,40.7571822,-73.9814666
1012840002,"597 5 Ave, New York, NY 10017",A & A Investment Group,JLL,1989,12.0,10,72000,39942.0,59.9,B,79,,90.0,C,,,,,,,Midtown-Times Square,40.7573575,-73.9776899
1012980023,"425 Lexington Ave, New York, NY 10017",Vanbarton Group,Hines,1987,31.0,42,675086,574066.0,100.0,B,76,,85.0,A,,,,,,,East Midtown-Turtle Bay,40.7524231,-73.9751722
1013910014,"974 Madison Ave, New York, NY 10075",Bloomberg,RFR Realty,1987,6.0,29,118635,73051.0,100.0,N (exempt),40,,60.0,A,,,,,,,Flatiron,40.774782,-73.963475
1022150824,"4116 9 Ave, New York, NY 10034",City of New York,DCAS,1992,4.0,1,23080,44200.0,100.0,A,99,75.0,,A,,,,,,,Inwood,40.8714914,-73.911716
